machine_id,machine_type,temperature,vibration,pressure,rpm,humidity,power_draw,operating_hours,maintenance_gap_days,tool_wear,age_days,thermal_stress,mechanical_stress,energy_intensity,maintenance_urgency,anomaly_label,failure_within_7_days
M-00206,cnc,79.37,4.01,24.94,1411.86,42.98,155.93,21.47,10,99.95,563,0.498,4.221,0.11,2.157,0,0
M-00207,cnc,93.72,6.23,19.89,1088.49,40.19,229.61,19.8,27,23.48,118,1.188,3.449,0.211,2.366,0,1
M-00208,robotic_arm,72.11,6.54,34.12,1556.27,38.78,355.86,13.87,18,26.81,879,0.093,4.359,0.229,2.285,0,0
M-00209,cnc,104.32,4.7,36.78,1471.63,52.14,327.6,7.43,25,33.16,807,1.837,3.349,0.223,2.118,1,1
M-00210,compressor,71.72,6.95,20.25,1271.22,62.17,235.18,20.97,46,79.59,989,0.308,5.228,0.185,3.922,0,1
M-00211,robotic_arm,76.55,4.14,33.21,1589.19,67.68,340.61,7.06,36,53.06,235,0.604,3.608,0.214,2.06,0,0
M-00212,robotic_arm,70.02,5.53,37.5,1198.28,46.17,247.92,9.54,54,59.21,819,0.063,3.94,0.207,3.415,0,1
M-00213,cnc,77.72,3.57,34.58,1638.17,51.54,351.93,6.49,35,56.92,491,0.502,3.441,0.215,2.198,0,1
M-00214,turbine,82.36,3.48,28.5,1439.67,50.75,297.48,13.18,4,94.05,348,0.725,3.851,0.207,1.241,0,0
M-00215,robotic_arm,72.86,3.25,25.34,1041.6,44.38,283.87,16.58,43,8.31,338,0.187,1.443,0.273,2.997,0,0
M-00216,robotic_arm,91.77,1.32,31.49,1482.1,60.83,299.08,20.54,6,20.0,409,1.297,1.241,0.202,1.813,0,0
M-00217,cnc,76.39,6.0,32.49,1376.89,56.35,471.37,13.23,21,41.3,903,0.483,4.094,0.342,2.386,1,1
M-00218,cnc,76.7,3.3,31.57,1349.77,53.7,255.68,23.41,56,51.36,115,0.472,2.771,0.189,3.741,0,1
M-00219,turbine,64.91,3.08,29.92,1317.21,56.3,319.73,15.92,59,15.82,1141,-0.092,1.891,0.243,4.266,0,0
M-00220,compressor,78.18,2.55,24.5,1427.1,59.39,355.79,16.09,10,89.85,1166,0.603,3.237,0.249,2.337,0,1
M-00221,compressor,72.66,3.91,33.54,1362.67,59.27,242.44,7.51,59,69.4,1164,0.326,3.487,0.178,3.78,0,1
M-00222,compressor,67.92,6.67,33.83,1115.8,41.94,201.37,7.8,58,93.56,1016,-0.085,5.133,0.18,3.635,0,1
M-00223,robotic_arm,66.24,7.13,32.2,1678.97,62.76,265.93,15.53,52,94.38,449,0.039,6.208,0.158,3.386,1,1
M-00224,turbine,100.72,1.87,31.67,1406.02,55.06,354.37,18.42,50,53.69,538,1.687,2.114,0.252,3.553,1,1
M-00225,cnc,71.37,3.7,41.08,1318.25,46.78,282.77,8.09,6,86.04,230,0.136,3.641,0.215,0.917,0,0
M-00226,turbine,59.43,2.75,27.25,1246.88,54.81,289.98,13.68,9,74.99,1080,-0.38,2.795,0.233,2.081,0,0
M-00227,cnc,67.02,5.58,38.69,1588.73,56.13,364.2,11.12,37,39.25,945,0.012,4.126,0.229,2.935,0,1
M-00228,robotic_arm,73.48,4.6,26.6,1216.28,64.98,252.59,12.78,7,67.45,260,0.424,3.617,0.208,1.263,0,0
M-00229,robotic_arm,79.47,3.31,37.65,1474.12,39.45,299.23,8.44,16,95.51,1189,0.468,3.836,0.203,2.137,0,0
M-00230,cnc,79.55,4.3,38.4,1344.94,67.9,206.6,6.81,58,77.58,136,0.756,3.839,0.154,2.842,0,0
M-00231,cnc,80.77,3.53,29.24,1355.42,52.28,325.85,10.41,54,72.39,941,0.661,3.327,0.24,3.569,0,1
M-00232,compressor,67.55,6.46,40.97,1251.36,45.93,319.92,21.38,16,26.08,240,-0.063,3.862,0.256,2.123,0,0
M-00233,turbine,77.4,4.97,33.81,1338.34,45.56,356.71,20.1,33,83.96,922,0.426,4.322,0.267,3.295,0,1
M-00234,robotic_arm,65.24,5.14,25.74,1451.59,39.98,230.56,6.03,33,42.02,1070,-0.238,3.74,0.159,2.574,0,0
M-00235,turbine,67.8,0.47,28.76,1492.36,31.11,292.53,5.76,17,64.29,1144,-0.199,1.674,0.196,1.979,0,0
M-00236,turbine,64.82,4.11,37.8,1308.59,60.13,221.9,13.86,15,69.38,268,-0.058,3.516,0.17,1.655,0,0
M-00237,compressor,62.12,7.12,36.54,1433.63,75.77,289.0,9.55,27,53.95,272,-0.036,5.041,0.202,1.88,1,0
M-00238,turbine,84.64,6.06,24.65,1609.92,32.59,401.32,20.47,36,20.73,165,0.658,4.046,0.249,2.806,0,1
M-00239,cnc,80.89,1.61,30.16,1150.73,40.59,284.15,13.72,48,71.26,1002,0.55,1.957,0.247,3.578,0,0
M-00240,cnc,83.77,3.76,32.22,1448.87,61.02,216.22,21.05,50,28.49,295,0.899,2.708,0.149,3.509,0,0
M-00241,turbine,74.39,2.52,27.95,1278.86,51.45,260.81,6.16,3,30.21,523,0.334,1.816,0.204,0.926,0,0
M-00242,turbine,81.77,6.6,45.15,1260.52,62.01,200.29,23.4,40,17.05,550,0.809,3.769,0.159,3.462,0,1
M-00243,cnc,56.39,4.54,32.4,1496.98,50.78,220.77,19.34,37,63.89,479,-0.573,3.915,0.147,3.04,0,0
M-00244,compressor,82.63,3.13,30.63,1351.85,45.03,348.61,18.64,4,16.15,641,0.682,1.973,0.258,1.812,0,0
M-00245,robotic_arm,75.77,4.25,38.15,1230.98,49.29,210.99,22.8,50,37.8,477,0.381,2.851,0.171,3.766,0,0
M-00246,turbine,80.27,0.55,28.81,1688.37,23.41,325.3,13.41,36,89.5,351,0.348,2.504,0.193,2.537,0,0
M-00247,robotic_arm,77.8,2.68,37.04,1615.62,38.28,306.67,6.98,43,48.04,520,0.373,2.743,0.19,2.572,0,0
M-00248,compressor,64.13,4.25,20.99,1102.18,63.38,270.45,13.94,40,89.98,984,-0.06,3.712,0.245,3.256,0,1
M-00249,compressor,59.02,5.38,28.28,1184.6,66.3,319.78,20.3,21,51.81,220,-0.286,3.69,0.27,2.242,0,0
M-00250,compressor,66.88,1.48,37.29,1556.82,68.87,244.05,21.19,13,21.99,1155,0.133,1.479,0.157,2.754,0,0
M-00251,robotic_arm,79.65,3.67,40.42,1398.72,57.29,359.65,13.77,23,77.1,544,0.655,3.557,0.257,2.2,0,1
M-00252,turbine,80.9,5.61,26.36,1720.1,24.93,259.61,18.65,46,38.58,412,0.394,4.316,0.151,3.302,0,1
M-00253,compressor,60.32,2.17,25.66,1560.94,44.38,279.89,8.94,38,96.81,583,-0.44,3.358,0.179,2.542,0,0
M-00254,cnc,64.19,4.52,34.4,1503.9,67.9,272.15,8.61,38,29.9,1123,-0.012,3.233,0.181,2.972,0,1
M-00255,cnc,66.77,4.29,27.26,1266.06,71.48,349.82,15.73,9,83.1,988,0.153,3.832,0.276,2.127,0,0
M-00256,robotic_arm,70.43,6.6,29.39,1538.46,68.35,340.39,12.44,2,51.92,997,0.305,4.866,0.221,1.657,0,1
M-00257,turbine,60.38,3.88,36.26,1220.36,49.16,134.59,7.22,40,85.0,334,-0.389,3.576,0.11,2.312,0,0
M-00258,cnc,59.78,3.96,27.74,1684.94,36.32,321.53,19.23,57,22.39,1073,-0.548,3.033,0.191,4.328,0,0
M-00259,cnc,65.78,5.4,19.21,1525.98,51.51,191.6,14.64,22,65.2,873,-0.096,4.452,0.126,2.486,0,0
M-00260,robotic_arm,74.86,2.34,23.19,1301.53,52.18,282.81,14.41,27,15.75,156,0.365,1.463,0.217,2.074,0,0
M-00261,cnc,62.19,3.89,31.06,1594.84,70.79,297.97,7.79,57,81.52,564,-0.082,4.049,0.187,3.217,0,1
M-00262,turbine,72.84,3.56,19.82,1853.47,54.73,282.12,8.82,15,27.39,1015,0.289,3.155,0.152,1.975,0,0
M-00263,compressor,84.59,4.01,29.22,1410.83,52.2,337.55,17.85,32,45.62,681,0.851,3.131,0.239,2.919,0,1
M-00264,cnc,60.98,5.39,22.65,1549.07,52.88,351.8,21.04,6,67.32,740,-0.322,4.523,0.227,2.119,0,0
M-00265,turbine,71.94,4.98,40.84,1372.27,56.8,254.72,7.54,17,50.43,505,0.265,3.706,0.186,1.553,0,0
M-00266,cnc,84.25,3.15,43.99,1465.36,59.52,252.36,20.25,23,79.0,132,0.908,3.407,0.172,2.245,0,1
M-00267,cnc,69.82,4.39,24.65,1178.7,43.31,302.66,19.76,41,70.38,1072,0.024,3.507,0.257,3.719,0,1
M-00268,cnc,68.26,6.29,32.54,1449.9,39.31,204.66,20.3,19,17.39,926,-0.094,3.877,0.141,2.75,0,0
M-00269,cnc,85.63,3.04,25.24,1457.84,68.45,274.0,15.63,28,78.48,391,1.066,3.322,0.188,2.384,0,0
M-00270,cnc,70.94,4.4,29.14,1773.82,32.31,392.63,11.04,19,45.23,358,-0.03,3.86,0.221,1.721,0,0
M-00271,cnc,85.04,3.93,41.82,1126.9,71.65,207.09,19.42,10,61.79,665,1.069,3.007,0.184,2.119,0,0
M-00272,cnc,78.29,4.11,28.2,1399.44,29.07,282.89,13.6,48,25.57,974,0.305,2.772,0.202,3.548,0,0
M-00273,cnc,70.57,1.92,29.28,1681.86,44.99,266.5,8.44,41,45.19,186,0.078,2.361,0.158,2.301,0,0
M-00274,robotic_arm,78.8,6.18,25.34,1406.48,63.66,435.34,12.05,39,82.63,784,0.676,5.058,0.31,2.936,1,1
M-00275,robotic_arm,77.2,3.12,37.88,1419.16,52.0,270.04,13.15,35,92.99,1030,0.48,3.601,0.19,3.048,0,1
M-00276,compressor,84.21,5.64,11.42,1300.01,36.2,273.81,14.11,9,94.18,636,0.672,4.841,0.211,1.736,1,1
M-00277,compressor,68.52,3.33,28.34,1282.13,57.12,238.0,21.95,31,71.51,148,0.097,3.093,0.186,2.68,0,0
M-00278,compressor,74.41,3.32,30.72,1121.35,52.8,305.61,12.22,43,12.5,115,0.349,1.68,0.273,2.549,0,0
M-00279,turbine,73.38,5.9,27.03,1336.74,49.41,322.56,9.7,30,47.05,269,0.263,4.095,0.241,2.006,0,1
M-00280,turbine,81.04,5.59,36.18,1271.92,44.51,247.42,23.25,43,23.34,1077,0.597,3.359,0.195,4.012,0,1
M-00281,cnc,63.75,4.49,38.21,1471.25,51.58,369.27,8.84,21,71.27,598,-0.197,3.998,0.251,1.869,0,0
M-00282,cnc,84.17,5.27,22.53,1308.22,45.02,322.62,4.22,31,20.33,253,0.759,3.172,0.247,1.704,0,0
M-00283,cnc,78.66,3.8,43.56,1363.67,81.21,360.37,21.0,24,97.87,1094,0.845,3.993,0.264,3.131,0,1
M-00284,cnc,60.83,4.19,22.46,1368.6,49.12,283.67,23.09,59,23.48,1010,-0.367,2.728,0.207,4.587,0,0
M-00285,robotic_arm,86.08,3.27,38.73,1441.33,47.51,320.81,17.64,12,10.01,253,0.879,2.06,0.223,1.749,0,0
M-00286,compressor,96.34,5.47,31.9,1354.87,45.5,291.15,12.15,18,85.14,853,1.372,4.644,0.215,2.16,1,1
M-00287,cnc,84.02,3.23,27.98,1258.88,73.32,399.75,14.88,41,24.22,457,1.034,2.059,0.318,2.913,0,0
M-00288,compressor,88.27,6.28,28.54,1465.44,32.33,312.56,20.64,5,7.28,167,0.837,3.693,0.213,1.578,0,1
M-00289,compressor,74.85,3.76,30.8,1642.15,56.31,305.57,21.71,31,57.07,158,0.406,3.554,0.186,2.674,0,0
M-00290,cnc,57.38,4.23,32.25,1473.12,49.13,275.21,6.05,3,97.08,691,-0.539,4.372,0.187,1.059,0,0
M-00291,turbine,55.56,5.26,25.48,1340.23,34.92,271.46,21.36,32,30.41,1026,-0.773,3.417,0.203,3.417,0,0
M-00292,cnc,76.55,4.23,29.6,1427.83,42.17,320.45,16.35,20,43.83,1157,0.349,3.245,0.224,2.745,0,0
M-00293,turbine,68.08,3.78,26.38,1080.89,55.8,358.27,4.65,13,27.53,873,0.062,2.175,0.331,1.526,0,0
M-00294,cnc,64.85,4.16,23.71,1424.91,41.63,260.5,6.17,30,58.01,1114,-0.241,3.483,0.183,2.499,0,0
M-00295,turbine,73.37,5.45,26.1,1377.94,55.11,313.23,4.91,21,35.66,351,0.32,3.68,0.227,1.427,0,0
M-00296,turbine,80.16,3.27,24.1,1281.98,72.75,316.97,22.97,6,61.18,252,0.835,2.855,0.247,1.828,0,0
M-00297,turbine,59.47,4.02,28.48,1314.62,54.05,328.29,12.53,32,50.41,212,-0.386,3.099,0.25,2.208,0,0
M-00298,turbine,69.51,4.21,33.59,1376.16,34.56,194.01,18.31,34,93.25,282,-0.079,4.149,0.141,2.694,0,1
M-00299,turbine,89.1,5.41,31.72,1628.64,41.84,244.89,4.03,40,68.65,926,0.973,4.675,0.15,2.614,0,1
M-00300,robotic_arm,63.25,4.06,42.85,1646.57,48.58,216.22,19.86,54,69.85,260,-0.252,3.982,0.131,3.568,0,0
M-00301,turbine,82.7,6.73,17.74,1282.94,47.77,307.14,13.64,42,51.21,570,0.713,4.559,0.239,2.973,1,1
M-00302,cnc,69.15,3.98,33.82,1356.75,53.82,246.44,22.47,48,33.8,929,0.096,2.804,0.182,4.042,0,0
M-00303,compressor,79.46,3.87,31.04,1361.33,55.75,272.74,14.42,39,34.83,1118,0.63,2.768,0.2,3.357,0,0
M-00304,compressor,84.97,3.96,35.89,1595.72,72.77,227.37,19.78,41,52.88,268,1.076,3.515,0.142,3.05,0,1
M-00305,turbine,81.41,2.36,35.3,1476.19,51.96,278.79,16.59,48,23.23,297,0.69,1.87,0.189,3.163,0,0
M-00306,compressor,83.09,2.75,30.01,1466.7,38.17,231.93,14.41,40,17.58,161,0.636,1.959,0.158,2.599,0,0
M-00307,compressor,62.48,3.46,32.04,1546.53,65.85,354.26,22.96,31,40.37,214,-0.117,2.918,0.229,2.796,0,0
M-00308,robotic_arm,85.14,5.79,26.54,1342.65,67.16,336.15,13.91,44,17.4,523,1.028,3.451,0.25,3.031,0,1
M-00309,cnc,65.47,4.15,34.68,1695.5,54.79,314.76,21.85,57,26.92,439,-0.078,3.245,0.186,3.957,0,0
M-00310,cnc,76.6,3.52,19.73,1449.69,49.04,285.37,4.72,30,55.83,1163,0.42,3.124,0.197,2.452,0,0
M-00311,compressor,76.58,5.92,35.66,1295.94,59.47,172.55,17.15,15,80.06,583,0.524,4.707,0.133,2.115,0,1
M-00312,compressor,78.85,6.37,30.86,1408.66,49.47,275.22,22.23,25,26.35,432,0.537,4.044,0.195,2.694,0,1
M-00313,cnc,77.37,5.96,28.08,1671.75,27.33,255.51,21.99,2,80.21,610,0.242,5.269,0.153,1.907,0,1
M-00314,compressor,65.56,3.01,29.6,1373.47,58.76,321.07,13.7,19,6.48,893,-0.034,1.745,0.234,2.326,0,0
M-00315,compressor,60.5,3.51,30.04,1620.92,62.71,345.28,13.44,53,99.72,464,-0.248,4.239,0.213,3.313,0,1
M-00316,compressor,82.72,6.74,38.78,1337.44,69.29,326.1,20.21,7,54.11,249,0.929,4.699,0.244,1.7,0,1
M-00317,compressor,75.86,4.54,50.4,1312.18,43.23,387.1,10.7,53,50.21,557,0.325,3.374,0.295,3.226,0,1
M-00318,robotic_arm,85.49,3.83,38.32,1568.73,54.71,268.06,22.74,34,66.8,779,0.922,3.681,0.171,3.374,0,1
M-00319,cnc,73.55,5.21,27.61,1292.68,54.97,265.36,9.01,20,50.14,441,0.327,3.713,0.205,1.708,0,0
M-00320,turbine,59.95,5.61,34.78,1598.06,53.02,372.46,5.49,29,43.76,735,-0.372,4.244,0.233,2.102,0,0
M-00321,turbine,83.66,3.4,35.04,1513.29,53.38,315.8,19.44,52,40.24,450,0.817,2.837,0.209,3.621,0,1
M-00322,compressor,70.3,4.51,25.45,1292.75,52.45,288.95,12.09,8,97.89,1093,0.139,4.284,0.224,1.957,0,1
M-00323,compressor,77.42,5.5,23.44,1437.14,54.54,425.02,11.12,34,86.84,1075,0.516,4.813,0.296,2.923,0,1
M-00324,compressor,67.53,2.58,30.62,1351.22,60.89,342.55,10.42,17,52.73,885,0.085,2.401,0.254,2.043,0,0
M-00325,turbine,90.44,4.22,35.85,1512.82,66.64,292.61,23.61,33,84.46,1019,1.289,4.17,0.193,3.586,0,1
M-00326,robotic_arm,65.23,2.64,21.33,1789.8,42.92,260.41,15.43,47,19.16,224,-0.209,2.392,0.145,2.993,0,0
M-00327,turbine,70.63,2.82,26.67,1383.27,49.93,391.22,23.84,55,55.3,815,0.131,2.635,0.283,4.309,0,1
M-00328,compressor,75.07,3.41,34.44,1546.08,46.93,318.45,10.87,16,47.77,539,0.323,3.04,0.206,1.741,0,0
M-00329,robotic_arm,63.08,4.87,31.25,1454.4,45.21,306.59,12.28,40,35.86,952,-0.294,3.472,0.211,3.13,0,1
M-00330,cnc,77.31,3.75,39.5,1454.33,32.61,348.96,8.24,26,92.25,90,0.291,3.985,0.24,1.609,0,0
M-00331,robotic_arm,90.12,3.29,22.53,1420.26,52.29,362.21,12.61,31,84.09,298,1.129,3.521,0.255,2.245,0,1
M-00332,cnc,69.1,4.27,45.11,1295.66,57.75,340.74,5.24,11,91.17,357,0.132,4.024,0.263,1.052,0,0
M-00333,robotic_arm,77.95,2.59,21.77,1510.33,50.14,362.46,4.01,51,65.35,708,0.499,2.891,0.24,2.871,0,0
M-00334,turbine,46.51,4.8,18.83,1398.03,51.89,334.34,13.06,11,40.74,1168,-1.056,3.452,0.239,2.197,0,0
M-00335,cnc,73.61,5.78,30.65,1287.14,57.02,341.07,18.92,4,76.9,1084,0.351,4.558,0.265,2.199,0,1
M-00336,robotic_arm,70.87,4.09,24.19,1632.55,68.93,257.44,12.74,45,15.31,595,0.333,2.888,0.158,3.06,0,0
M-00337,cnc,65.82,3.92,30.77,1467.82,46.96,422.67,14.36,25,86.04,91,-0.14,3.972,0.288,1.937,0,0
M-00338,robotic_arm,84.81,4.72,30.56,1408.94,37.94,224.81,12.91,5,7.73,1053,0.72,2.765,0.16,1.852,0,0
M-00339,cnc,70.74,1.36,29.83,1691.21,50.91,325.11,14.54,41,82.73,725,0.146,2.819,0.192,3.116,0,0
M-00340,turbine,72.23,4.95,25.95,1119.51,74.6,218.11,19.51,18,71.87,116,0.457,3.76,0.195,1.987,0,0
M-00341,cnc,70.23,8.54,33.6,1679.11,38.07,298.62,20.08,58,13.4,806,-0.008,5.365,0.178,4.196,1,1
M-00342,turbine,54.83,4.03,29.1,1291.57,59.8,267.87,20.76,58,18.96,1066,-0.56,2.44,0.207,4.454,0,0
M-00343,turbine,62.68,4.03,37.62,1488.08,65.89,313.82,8.25,33,47.98,1056,-0.107,3.304,0.211,2.695,0,0
M-00344,robotic_arm,83.61,5.24,29.92,1344.15,23.61,327.21,13.16,29,33.49,1077,0.517,3.473,0.243,2.847,0,1
M-00345,turbine,52.9,6.5,25.21,1283.86,56.92,242.84,20.62,27,87.39,1172,-0.686,5.159,0.189,3.294,0,1
M-00346,turbine,66.34,5.56,20.87,1686.5,59.24,303.09,22.84,37,23.32,815,0.009,3.936,0.18,3.529,0,1
M-00347,turbine,70.0,1.18,29.97,1784.12,48.79,395.59,14.86,54,44.62,769,0.088,2.091,0.222,3.692,0,0
M-00348,cnc,91.44,4.99,23.38,1410.18,44.24,219.7,13.86,39,29.74,219,1.114,3.353,0.156,2.574,0,1
M-00349,robotic_arm,81.69,7.8,22.9,1510.39,44.91,249.49,19.29,7,17.08,791,0.633,4.79,0.165,2.097,1,1
M-00350,cnc,68.43,5.07,34.16,1460.26,48.06,360.95,23.83,13,29.68,1062,0.002,3.469,0.247,2.835,0,1
M-00351,robotic_arm,87.05,2.58,20.33,1761.49,48.37,310.04,12.52,38,86.7,992,0.936,3.671,0.176,3.098,0,1
M-00352,cnc,66.59,4.59,39.47,1069.63,46.11,314.83,7.3,23,72.97,1088,-0.109,3.515,0.294,2.265,0,0
M-00353,robotic_arm,84.09,2.41,31.96,1517.88,47.87,371.45,20.69,29,91.85,278,0.783,3.329,0.245,2.633,0,1
M-00354,robotic_arm,60.41,5.93,30.74,1319.12,66.29,253.39,18.21,25,43.5,313,-0.217,4.014,0.192,2.353,0,0
M-00355,compressor,84.73,2.86,24.79,1025.93,37.43,271.24,6.9,36,27.84,1042,0.711,1.596,0.264,2.722,0,0
M-00356,compressor,69.94,4.3,35.59,1385.1,31.01,263.23,10.47,15,7.5,1133,-0.093,2.496,0.19,2.172,0,0
M-00357,turbine,63.71,3.0,30.98,1782.65,66.48,282.37,15.06,6,52.04,674,-0.049,3.237,0.158,1.706,0,0
M-00358,turbine,71.83,3.43,26.88,1331.91,49.7,392.07,18.63,15,8.77,1067,0.188,1.967,0.294,2.607,0,0
M-00359,compressor,76.77,6.28,32.2,1592.34,47.34,194.43,19.61,40,5.41,847,0.412,3.837,0.122,3.483,0,0
M-00360,robotic_arm,69.05,4.34,20.9,1665.76,50.67,227.38,7.11,37,62.45,317,0.059,4.018,0.136,2.171,0,0
M-00361,turbine,79.54,3.42,21.19,1447.71,54.51,216.23,8.34,48,20.66,652,0.622,2.361,0.149,2.963,0,0
M-00362,cnc,68.17,2.6,24.28,1471.68,45.71,396.11,18.88,8,58.18,527,-0.034,2.694,0.269,1.892,0,0
M-00363,cnc,80.2,1.58,33.1,1141.07,58.07,265.06,6.32,10,59.48,966,0.691,1.689,0.232,1.584,0,0
M-00364,cnc,78.42,2.45,30.98,1321.09,40.45,283.77,13.96,9,73.76,463,0.426,2.709,0.215,1.584,0,0
M-00365,robotic_arm,73.39,4.36,37.29,1613.26,48.38,200.05,14.92,34,41.4,284,0.253,3.529,0.124,2.492,0,0
M-00366,compressor,69.59,5.57,25.48,1460.92,25.42,287.94,10.79,35,71.99,643,-0.166,4.592,0.197,2.583,0,0
M-00367,turbine,75.52,3.42,34.45,1516.12,66.07,361.32,19.93,11,39.77,639,0.536,2.84,0.238,2.168,0,0
M-00368,robotic_arm,79.5,6.4,30.32,1473.97,49.89,321.44,5.11,28,14.29,1076,0.574,3.911,0.218,2.323,0,0
M-00369,compressor,94.62,3.2,25.34,1844.56,60.04,297.99,19.55,4,34.45,99,1.431,3.082,0.162,1.415,0,0
M-00370,turbine,83.39,3.87,33.31,1372.51,57.72,203.28,16.92,37,5.72,1060,0.847,2.202,0.148,3.379,0,0
M-00371,turbine,83.76,2.69,30.6,1738.97,58.6,283.68,14.14,35,48.93,324,0.874,2.942,0.163,2.519,0,0
M-00372,cnc,104.89,5.59,27.23,1474.03,51.91,314.55,21.45,3,75.33,284,1.863,4.685,0.213,1.644,1,1
M-00373,compressor,79.16,7.14,31.25,1754.96,56.66,240.53,8.04,7,79.55,554,0.625,6.023,0.137,1.224,1,1
M-00374,compressor,78.85,1.73,30.22,1229.5,40.46,347.57,20.02,42,27.05,701,0.447,1.251,0.283,3.465,0,0
M-00375,cnc,81.04,3.72,30.08,1483.24,37.95,362.53,7.76,54,15.04,1121,0.531,2.463,0.244,3.559,0,0
M-00376,cnc,63.91,5.97,28.52,1379.14,50.79,270.64,23.81,51,22.62,682,-0.197,3.706,0.196,4.037,0,1
M-00377,turbine,69.56,2.17,23.17,1475.11,43.84,352.18,4.66,34,98.45,251,0.016,3.272,0.239,1.848,0,0
M-00378,compressor,68.94,4.99,31.45,1670.03,69.11,297.87,15.06,32,34.65,589,0.238,3.825,0.178,2.675,0,0
M-00379,compressor,80.48,5.91,26.18,1518.19,56.5,379.56,7.36,48,45.78,1111,0.689,4.335,0.25,3.287,0,1
M-00380,robotic_arm,72.26,4.31,24.88,1669.67,43.4,437.22,12.16,50,12.18,883,0.147,2.999,0.262,3.465,1,1
M-00381,robotic_arm,75.38,4.97,29.56,1329.36,48.74,233.91,6.96,54,79.99,331,0.357,4.233,0.176,2.853,0,1
M-00382,turbine,84.87,6.67,35.4,1301.89,53.6,355.02,7.88,25,47.61,807,0.88,4.478,0.273,2.145,0,1
M-00383,turbine,82.63,6.93,32.11,1452.9,51.18,389.82,5.22,29,13.3,904,0.743,4.152,0.268,2.227,0,1
M-00384,compressor,72.38,4.11,27.81,1443.04,55.26,241.91,4.16,6,49.93,395,0.272,3.322,0.168,0.819,0,0
M-00385,compressor,67.3,3.45,27.57,1416.55,52.82,267.62,18.39,12,72.76,676,-0.007,3.379,0.189,2.147,0,0
M-00386,turbine,85.35,2.91,34.81,1277.45,35.31,266.89,13.07,23,49.94,476,0.721,2.425,0.209,2.101,0,0
M-00387,robotic_arm,81.74,5.57,16.62,1665.76,26.19,296.37,4.91,48,97.02,290,0.449,5.382,0.178,2.456,1,1
M-00388,turbine,57.94,2.28,35.78,1384.69,47.52,281.84,22.78,27,87.81,1076,-0.528,2.988,0.204,3.343,0,0
M-00389,cnc,70.87,3.85,19.76,1706.69,58.73,292.11,17.31,36,53.91,445,0.231,3.632,0.171,2.85,0,0
M-00390,turbine,75.66,4.34,22.51,1452.29,47.65,359.47,9.29,52,94.35,451,0.359,4.351,0.248,3.013,0,1
M-00391,robotic_arm,81.79,3.5,27.91,1566.72,66.84,181.77,12.77,29,82.08,202,0.858,3.802,0.116,2.095,0,0
M-00392,cnc,83.1,4.59,44.02,1550.39,51.44,241.7,13.79,21,39.99,582,0.769,3.54,0.156,2.152,0,0
M-00393,robotic_arm,76.84,7.79,41.06,1301.63,68.29,348.55,15.4,44,78.28,804,0.625,5.71,0.268,3.354,1,1
M-00394,robotic_arm,79.85,4.03,35.24,1516.1,65.82,340.93,21.15,20,53.06,1169,0.751,3.443,0.225,3.043,0,1
M-00395,cnc,74.64,3.59,33.14,1797.1,64.62,236.19,15.8,24,56.22,951,0.478,3.666,0.131,2.7,0,0
M-00396,compressor,67.26,5.62,19.83,1495.29,37.56,341.38,23.57,53,54.46,1041,-0.161,4.317,0.228,4.402,0,1
M-00397,turbine,71.39,4.54,31.94,1612.23,52.21,391.25,18.54,27,81.35,1185,0.191,4.425,0.243,3.18,0,1
M-00398,cnc,74.19,6.22,27.7,1574.79,66.67,301.81,23.77,16,92.26,865,0.476,5.513,0.192,2.787,0,1
M-00399,compressor,73.65,4.43,26.1,1505.27,55.27,239.48,15.01,50,35.35,1041,0.335,3.294,0.159,3.768,0,0
M-00400,compressor,55.14,3.85,31.93,1483.57,58.65,361.87,17.57,39,65.98,427,-0.556,3.558,0.244,2.97,0,0
M-00401,compressor,70.03,1.7,28.17,1548.52,35.35,417.0,18.76,46,64.7,883,-0.045,2.443,0.269,3.701,0,0
M-00402,turbine,74.56,1.93,36.22,1587.39,75.03,247.4,19.09,20,89.31,787,0.578,3.117,0.156,2.602,0,0
M-00403,turbine,71.19,1.63,19.38,1206.61,42.5,307.55,4.49,47,47.49,591,0.084,1.57,0.255,2.642,0,0
M-00404,cnc,71.53,4.73,31.45,1494.51,28.07,375.86,6.55,57,23.07,802,-0.043,3.198,0.251,3.341,0,0
M-00405,turbine,78.88,2.29,25.73,1416.87,47.79,312.5,8.55,11,24.29,890,0.522,1.771,0.221,1.695,0,0
M-00406,turbine,63.21,5.96,28.54,1379.53,22.63,191.43,9.43,12,9.87,546,-0.513,3.445,0.139,1.501,0,0
M-00407,cnc,57.72,4.24,32.83,1683.27,38.98,333.82,22.11,34,14.57,1025,-0.624,3.029,0.198,3.541,0,0
M-00408,turbine,70.52,3.86,24.3,1318.03,82.7,241.38,18.45,43,33.62,130,0.453,2.677,0.183,2.935,0,0
M-00409,cnc,81.64,3.02,31.99,1198.94,47.44,222.4,6.87,2,14.74,449,0.656,1.668,0.185,0.866,0,0
M-00410,turbine,90.88,5.07,29.73,1593.23,34.87,192.7,12.53,33,87.75,496,0.992,4.82,0.121,2.485,0,1
M-00411,robotic_arm,81.82,3.07,27.04,1194.33,52.3,382.38,8.86,9,39.39,1011,0.714,2.185,0.32,1.734,0,0
